Full Name                bats  throws  weight  height
Justin Bruihl            L     L       215     74    
Cliff Brumbaugh          R     R       205     74    
Duff Brumley             R     R       195     76    
Tom Brunansky            R     R       210     76    
George Brunet            R     L       195     73    
Justin Brunette          L     L       200     73    
Brian Bruney             R     R       235     75    
Tom Bruno                R     R       210     77    
Warren Brusstar          R     R       200     75    
Billy Bryan              L     R       200     76    
Clay Bryant              R     R       195     74    
Don Bryant               R     R       200     77    
Kris Bryant              R     R       230     77    
Ralph Bryant             L     R       200     74    
T. R. Bryden             R     R       190     76    
Jaime Bubela             L     R       200     73    
Kris Bubic               L     L       225     75    
Brian Buchanan           R     R       230     76    
David Buchanan           R     R       200     75    
Clay Buchholz            L     R       190     75    
